id,Gender,Country,Age,Income,Marital-Status,workclass,credit-score,Learning,Tenure,Balance,Products,Education,Occupation,Target
216,Female,Canada,28.0,200000.0,Separated,Without-pay,18134.0,3.0,3.0,118410.0,2.0,Some-college,Exec-managerial,0
217,Male,Australia,28.0,500000.0,Separated,Private,33758.0,4.0,4.0,101626.0,3.0,HS-Grad,Prof-specialty,0
218,Female,Australia,39.0,20000.0,Never-married,Self-emp-inc,17751.0,5.0,6.0,101800.0,3.0,HS-Grad,Prof-specialty,0
219,Female,Canada,43.0,250000.0,Never-married,Daily-wages,331.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
220,Male,Australia,28.0,50000.0,Separated,Private,23244.0,4.0,4.0,101500.0,3.0,HS-Grad,Prof-specialty,0
221,Female,Australia,35.0,180000.0,Never-married,Private,8694.0,4.0,4.0,101500.0,3.0,HS-Grad,Prof-specialty,0
222,Female,Australia,50.0,130000.0,Never-married,Self-emp-inc,73621.0,6.0,6.0,104300.0,5.0,Masters,Adm-clerical,0
223,Female,Australia,58.0,100000.0,Never-married,Self-emp-inc,87851.0,6.0,4.0,100000.0,3.0,HS-Grad,Prof-specialty,1
224,Male,Australia,42.0,350000.0,Separated,Private,347790.0,,4.0,113000.0,,HS-Grad,Prof-specialty,1
225,Male,Canada,38.0,160000.0,Never-married,Without-pay,0.0,5.0,3.0,100499.0,1.0,Bachelors,Craft-repair,0
226,Male,Australia,26.0,210000.0,Separated,Private,9358.0,4.0,2.0,100000.0,1.0,Some-college,Adm-clerical,0
227,Female,Australia,25.0,60000.0,Separated,Private,75932.0,4.0,4.0,103121.0,3.0,HS-Grad,Prof-specialty,1
228,Female,Australia,23.0,80000.0,Never-married,Private,54600.0,4.0,4.0,103300.0,,HS-Grad,Craft-repair,0
229,Female,France,46.0,30000.0,Never-married,Self-emp-inc,29201.0,5.0,6.0,102000.0,5.0,Masters,Adm-clerical,1
230,Female,France,48.0,130000.0,Never-married,Private,46206.0,4.0,4.0,103000.0,3.0,HS-Grad,Prof-specialty,0
231,Male,Australia,31.0,350000.0,Separated,Private,360347.0,4.0,4.0,113100.0,3.0,HS-Grad,Prof-specialty,0
232,Male,Canada,39.0,240000.0,Never-married,Daily-wages,-18.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
233,Female,Canada,35.0,210000.0,Separated,Daily-wages,552.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
234,Male,France,47.0,270000.0,Never-married,Private,161999.0,4.0,4.0,106000.0,3.0,HS-Grad,Prof-specialty,0
235,Female,Australia,30.0,120000.0,Never-married,Without-pay,686.0,3.0,3.0,100686.0,2.0,HS-Grad,Exec-managerial,0
236,Female,France,47.0,20000.0,Never-married,Private,8152.0,4.0,4.0,101125.0,2.0,Some-college,Craft-repair,0
237,Female,Canada,54.0,450000.0,Never-married,Daily-wages,2500.0,2.0,2.0,100000.0,,Bachelors,Craft-repair,0
238,Female,Canada,21.0,20000.0,Separated,Private,2798.0,4.0,3.0,102000.0,2.0,Some-college,Prof-specialty,0
239,Female,Canada,29.0,240000.0,Never-married,Private,41923.0,4.0,4.0,101779.0,2.0,HS-Grad,Prof-specialty,0
240,Female,France,31.0,110000.0,Separated,Without-pay,2705.0,4.0,3.0,102487.0,2.0,Some-college,Craft-repair,0
241,Female,Canada,27.0,180000.0,Separated,Private,101489.0,,4.0,110006.0,3.0,HS-Grad,Prof-specialty,0
242,Male,Australia,34.0,140000.0,Never-married,Private,70649.0,4.0,4.0,103100.0,3.0,HS-Grad,Prof-specialty,0
243,Female,Australia,24.0,20000.0,Separated,Private,2968.0,6.0,4.0,101223.0,3.0,HS-Grad,Farming-fishing,1
244,Male,Canada,33.0,200000.0,Separated,Without-pay,12202.0,,3.0,104994.0,3.0,Some-college,Exec-managerial,0
245,Male,Australia,40.0,150000.0,Never-married,Private,172935.0,4.0,4.0,135749.0,3.0,HS-Grad,Prof-specialty,0
246,Female,Australia,26.0,20000.0,Separated,Daily-wages,0.0,5.0,3.0,100000.0,3.0,HS-Grad,Prof-specialty,0
247,Male,Australia,27.0,90000.0,Never-married,Private,70482.0,4.0,4.0,102580.0,3.0,HS-Grad,Prof-specialty,0
248,Female,Canada,25.0,140000.0,Separated,Private,52196.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
249,Female,Australia,24.0,200000.0,Separated,Private,19326.0,4.0,4.0,101330.0,3.0,HS-Grad,Craft-repair,0
250,Female,Canada,27.0,210000.0,Separated,Private,16186.0,4.0,4.0,101300.0,3.0,HS-Grad,Prof-specialty,0
251,Male,Canada,33.0,180000.0,Separated,Private,3060.0,4.0,4.0,101000.0,5.0,HS-Grad,Prof-specialty,0
252,Female,Australia,30.0,230000.0,Never-married,Without-pay,6294.0,3.0,3.0,101945.0,,HS-Grad,Exec-managerial,0
253,Male,Australia,26.0,170000.0,Separated,Private,7228.0,4.0,4.0,101200.0,2.0,Some-college,Exec-managerial,0
254,Female,Canada,31.0,220000.0,Never-married,Private,67722.0,4.0,4.0,107500.0,,HS-Grad,Prof-specialty,0
255,Male,Australia,33.0,30000.0,Never-married,Private,34914.0,4.0,4.0,101000.0,1.0,Bachelors,Craft-repair,0
256,Female,Australia,22.0,100000.0,Never-married,Private,100192.0,4.0,4.0,103000.0,,HS-Grad,Prof-specialty,0
257,Male,Australia,27.0,150000.0,Separated,Private,134492.0,,4.0,106000.0,,HS-Grad,Prof-specialty,0
258,Male,Canada,38.0,210000.0,Never-married,Private,81582.0,4.0,4.0,104000.0,1.0,Bachelors,Craft-repair,0
259,Female,Australia,40.0,350000.0,Separated,Daily-wages,26774.0,2.0,2.0,122181.0,1.0,Bachelors,Craft-repair,0
260,Female,Australia,32.0,200000.0,Never-married,Private,11191.0,,4.0,106002.0,3.0,HS-Grad,Exec-managerial,0
261,Female,Australia,26.0,240000.0,Separated,Without-pay,2335.0,3.0,3.0,102335.0,2.0,Some-college,Craft-repair,0
262,Female,Canada,28.0,50000.0,Separated,Self-emp-inc,31336.0,6.0,6.0,101500.0,5.0,Masters,Adm-clerical,0
263,Male,Canada,26.0,360000.0,Separated,Private,7127.0,4.0,3.0,101034.0,2.0,Some-college,Exec-managerial,0
264,Female,Australia,42.0,50000.0,Never-married,Private,27901.0,4.0,4.0,101770.0,3.0,HS-Grad,Prof-specialty,0
265,Female,Canada,44.0,250000.0,Separated,Without-pay,891.0,3.0,2.0,100000.0,,Some-college,Exec-managerial,0
266,Male,Canada,38.0,200000.0,Never-married,Without-pay,6186.0,3.0,3.0,100735.0,2.0,Some-college,Exec-managerial,1
267,Female,Australia,52.0,30000.0,Never-married,Self-emp-inc,7033.0,6.0,6.0,103700.0,3.0,HS-Grad,Prof-specialty,1
268,Female,Australia,36.0,250000.0,Separated,Without-pay,396.0,3.0,3.0,100396.0,2.0,Some-college,Exec-managerial,0
269,Male,France,38.0,80000.0,Separated,Private,7790.0,4.0,4.0,101467.0,3.0,HS-Grad,Prof-specialty,0
270,Female,Canada,38.0,220000.0,Never-married,Private,4438.0,4.0,4.0,103000.0,3.0,HS-Grad,Prof-specialty,0
271,Female,France,50.0,80000.0,Never-married,Private,55070.0,4.0,4.0,105012.0,2.0,Some-college,Exec-managerial,0
272,Female,Canada,24.0,40000.0,Separated,Self-emp-inc,780.0,3.0,3.0,100000.0,2.0,HS-Grad,Exec-managerial,1
273,Female,Australia,43.0,170000.0,Never-married,Private,51054.0,4.0,4.0,102489.0,3.0,HS-Grad,Prof-specialty,0
274,Female,Australia,48.0,140000.0,Never-married,Without-pay,1154.0,4.0,3.0,101233.0,2.0,Some-college,Exec-managerial,0
275,Female,Germany,37.0,110000.0,Never-married,Private,70204.0,4.0,4.0,102745.0,,HS-Grad,Prof-specialty,0
276,Female,Australia,24.0,50000.0,Separated,Private,48690.0,6.0,4.0,102078.0,3.0,HS-Grad,Prof-specialty,1
277,Female,Australia,37.0,220000.0,Separated,Daily-wages,2662.0,2.0,2.0,101918.0,1.0,Bachelors,Craft-repair,0
278,Male,Canada,42.0,350000.0,Never-married,Without-pay,3800.0,3.0,3.0,103138.0,2.0,Some-college,Exec-managerial,0
279,Female,Canada,32.0,250000.0,Separated,Private,26465.0,4.0,4.0,105000.0,3.0,HS-Grad,Prof-specialty,0
280,Male,Australia,39.0,110000.0,Never-married,Private,49464.0,4.0,4.0,103007.0,3.0,HS-Grad,Prof-specialty,0
281,Male,France,38.0,60000.0,Separated,Without-pay,3059.0,4.0,3.0,100291.0,2.0,Some-college,Exec-managerial,0
282,Female,Canada,36.0,310000.0,Separated,Private,67940.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
283,Female,France,45.0,20000.0,Separated,Without-pay,390.0,3.0,3.0,100350.0,2.0,Some-college,Prof-specialty,0
284,Female,France,35.0,30000.0,Never-married,Private,28852.0,6.0,4.0,101700.0,3.0,HS-Grad,Prof-specialty,1
285,Female,France,49.0,230000.0,Never-married,Private,224985.0,4.0,4.0,110000.0,3.0,HS-Grad,Prof-specialty,0
286,Female,Canada,31.0,210000.0,Separated,Without-pay,15332.0,3.0,3.0,110000.0,,HS-Grad,Exec-managerial,0
287,Female,France,43.0,50000.0,Divorced,Private,31199.0,4.0,4.0,112009.0,3.0,HS-Grad,Prof-specialty,0
288,Female,Australia,40.0,310000.0,Never-married,Private,180225.0,4.0,4.0,110000.0,3.0,HS-Grad,Prof-specialty,0
289,Male,Canada,33.0,310000.0,Never-married,Daily-wages,0.0,2.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
290,Male,Canada,22.0,20000.0,Separated,Self-emp-inc,19438.0,5.0,6.0,101700.0,3.0,HS-Grad,Prof-specialty,1
291,Male,Canada,41.0,290000.0,Separated,Private,275367.0,,4.0,110580.0,3.0,HS-Grad,Prof-specialty,0
292,Male,Australia,43.0,50000.0,Separated,Private,47669.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
293,Female,France,43.0,180000.0,Never-married,Without-pay,0.0,5.0,3.0,102602.0,2.0,Some-college,Exec-managerial,1
294,Male,Australia,50.0,80000.0,Never-married,Private,72269.0,4.0,4.0,104000.0,3.0,HS-Grad,Prof-specialty,0
295,Female,France,58.0,270000.0,Never-married,Daily-wages,936.0,2.0,2.0,101188.0,,Bachelors,Craft-repair,0
296,Male,Canada,35.0,290000.0,Separated,Private,247280.0,4.0,4.0,130000.0,,HS-Grad,Prof-specialty,0
297,Female,Canada,28.0,120000.0,Separated,Without-pay,0.0,5.0,6.0,101170.0,5.0,Some-college,Exec-managerial,0
298,Female,Australia,28.0,330000.0,Never-married,Private,225079.0,4.0,4.0,110000.0,3.0,Masters,Adm-clerical,0
299,Male,Canada,38.0,80000.0,Separated,Self-emp-inc,67046.0,5.0,6.0,103100.0,5.0,Masters,Adm-clerical,1
300,Female,Canada,36.0,160000.0,Never-married,Without-pay,1714.0,3.0,4.0,102845.0,2.0,Some-college,Exec-managerial,0
301,Female,Australia,41.0,230000.0,Never-married,Without-pay,819.0,3.0,3.0,118163.0,2.0,Some-college,Exec-managerial,0
302,Male,Canada,27.0,180000.0,Separated,Without-pay,2658.0,3.0,3.0,102014.0,2.0,Some-college,Exec-managerial,1
303,Female,Canada,31.0,270000.0,Never-married,Private,86716.0,4.0,4.0,106000.0,3.0,HS-Grad,Prof-specialty,0
304,Female,France,33.0,280000.0,Never-married,Private,75953.0,4.0,6.0,109348.0,5.0,Masters,Adm-clerical,1
305,Male,Australia,59.0,50000.0,Never-married,Private,47069.0,4.0,4.0,102169.0,3.0,HS-Grad,Prof-specialty,0
306,Male,Canada,29.0,200000.0,Separated,Without-pay,8099.0,2.0,3.0,103447.0,2.0,Some-college,Exec-managerial,0
307,Male,Australia,54.0,130000.0,Separated,Private,30184.0,4.0,4.0,102419.0,3.0,Bachelors,Craft-repair,0
308,Female,Australia,58.0,50000.0,Never-married,Private,50182.0,4.0,4.0,101500.0,3.0,HS-Grad,Prof-specialty,0
309,Female,France,37.0,300000.0,Never-married,Private,85405.0,4.0,4.0,103479.0,3.0,HS-Grad,Prof-specialty,0
310,Female,Canada,27.0,100000.0,Never-married,Self-emp-inc,77346.0,5.0,4.0,100000.0,3.0,HS-Grad,Prof-specialty,1
311,Male,France,32.0,80000.0,Separated,Private,71375.0,,4.0,101414.0,3.0,HS-Grad,Prof-specialty,0
312,Female,Australia,38.0,140000.0,Separated,Private,141453.0,4.0,4.0,108000.0,3.0,HS-Grad,Adm-clerical,0
313,Female,Australia,43.0,300000.0,Separated,Daily-wages,499.0,5.0,2.0,100000.0,2.0,Some-college,Exec-managerial,0
314,Female,France,43.0,110000.0,Never-married,Private,48796.0,,4.0,102350.0,3.0,HS-Grad,Prof-specialty,0
315,Female,France,26.0,180000.0,Separated,Self-emp-inc,1728.0,,3.0,100000.0,5.0,Masters,Craft-repair,0
316,Female,Australia,39.0,320000.0,Never-married,Without-pay,42442.0,3.0,3.0,103336.0,2.0,Some-college,Prof-specialty,0
317,Female,Canada,29.0,110000.0,Never-married,Without-pay,3261.0,3.0,3.0,101380.0,2.0,HS-Grad,Exec-managerial,0
318,Female,Australia,37.0,40000.0,Never-married,Self-emp-inc,25561.0,,6.0,101500.0,5.0,Masters,Prof-specialty,1
319,Female,Canada,27.0,180000.0,Separated,Without-pay,0.0,5.0,3.0,103338.0,2.0,Some-college,Exec-managerial,0
320,Male,Canada,39.0,150000.0,Never-married,Private,65627.0,4.0,4.0,102982.0,3.0,HS-Grad,Prof-specialty,0
321,Male,Australia,32.0,140000.0,Never-married,Private,86627.0,4.0,4.0,103455.0,3.0,Masters,Prof-specialty,0
322,Female,Australia,24.0,50000.0,Separated,Self-emp-inc,2400.0,6.0,11.0,100000.0,,Preschool,Protective-serv,1
323,Male,Canada,39.0,50000.0,Separated,State-gov,65766.0,7.0,6.0,100000.0,5.0,Masters,Craft-repair,0
324,Male,Australia,35.0,260000.0,Separated,Private,493411.0,4.0,4.0,112325.0,3.0,HS-Grad,Prof-specialty,1
325,Female,Australia,27.0,150000.0,Separated,Private,89302.0,4.0,4.0,104200.0,5.0,HS-Grad,Prof-specialty,0
326,Female,France,55.0,100000.0,Never-married,State-gov,1520.0,6.0,6.0,100000.0,2.0,11th,Adm-clerical,0
327,Male,Canada,28.0,130000.0,Separated,Private,91092.0,4.0,4.0,105000.0,3.0,HS-Grad,Craft-repair,0
328,Female,Australia,38.0,140000.0,Separated,Private,135034.0,4.0,4.0,104729.0,3.0,HS-Grad,Prof-specialty,0
329,Female,Australia,30.0,490000.0,Never-married,Private,26088.0,4.0,4.0,102003.0,3.0,HS-Grad,Exec-managerial,0
330,Male,Canada,37.0,500000.0,Never-married,Self-emp-inc,507062.0,5.0,4.0,100325.0,3.0,HS-Grad,Prof-specialty,0
331,Male,Australia,47.0,30000.0,Separated,Without-pay,396.0,3.0,3.0,100396.0,2.0,HS-Grad,Exec-managerial,0
332,Male,Australia,33.0,50000.0,Separated,Private,50094.0,4.0,4.0,102479.0,3.0,HS-Grad,Prof-specialty,0
333,Male,Australia,25.0,80000.0,Separated,Self-emp-inc,79977.0,7.0,4.0,100000.0,3.0,Some-college,Exec-managerial,0
334,Male,France,55.0,30000.0,Never-married,Self-emp-inc,9720.0,6.0,6.0,101200.0,6.0,11th,Tech-support,1
335,Female,Australia,31.0,80000.0,Separated,Private,30911.0,6.0,4.0,102009.0,3.0,HS-Grad,Prof-specialty,1
336,Male,Canada,27.0,360000.0,Separated,Private,375392.0,4.0,4.0,113290.0,3.0,HS-Grad,Prof-specialty,0
337,Male,Canada,41.0,140000.0,Never-married,Without-pay,4523.0,3.0,3.0,112171.0,1.0,Bachelors,Exec-managerial,0
338,Female,Canada,28.0,260000.0,Separated,Private,63504.0,4.0,4.0,104000.0,3.0,HS-Grad,Prof-specialty,0
339,Male,Australia,26.0,70000.0,Never-married,Private,18757.0,,4.0,101625.0,3.0,HS-Grad,Prof-specialty,0
340,Female,Australia,27.0,160000.0,Separated,Without-pay,0.0,5.0,3.0,100418.0,1.0,Bachelors,Craft-repair,1
341,Male,Australia,35.0,50000.0,Separated,Self-emp-inc,150.0,7.0,6.0,100000.0,5.0,Masters,Exec-managerial,0
342,Female,Canada,30.0,50000.0,Separated,Daily-wages,0.0,2.0,2.0,102070.0,1.0,Bachelors,Craft-repair,0
343,Female,Australia,27.0,80000.0,Never-married,Daily-wages,390.0,2.0,2.0,100390.0,,Bachelors,Craft-repair,0
344,Male,Australia,33.0,120000.0,Never-married,Without-pay,1336.0,3.0,3.0,100000.0,2.0,Some-college,Exec-managerial,0
345,Female,France,23.0,30000.0,Separated,Private,33171.0,4.0,4.0,101524.0,3.0,HS-Grad,Prof-specialty,0
346,Male,Australia,41.0,140000.0,Separated,Daily-wages,-10.0,2.0,3.0,100000.0,2.0,Bachelors,Craft-repair,0
347,Female,France,38.0,360000.0,Separated,Without-pay,-507.0,5.0,3.0,101502.0,3.0,HS-Grad,Prof-specialty,0
348,Male,Australia,28.0,50000.0,Separated,Private,14091.0,6.0,4.0,101200.0,5.0,HS-Grad,Prof-specialty,1
349,Female,France,54.0,30000.0,Never-married,Self-emp-inc,23498.0,6.0,6.0,103600.0,3.0,HS-Grad,Adm-clerical,1
350,Female,Australia,28.0,130000.0,Never-married,Self-emp-inc,135805.0,6.0,4.0,100075.0,3.0,HS-Grad,Prof-specialty,0
351,Female,Canada,22.0,10000.0,Separated,Private,7302.0,4.0,4.0,101330.0,3.0,HS-Grad,Prof-specialty,0
352,Male,Australia,34.0,120000.0,Separated,Private,49206.0,4.0,4.0,102000.0,5.0,Masters,Adm-clerical,0
353,Female,Spain,27.0,80000.0,Separated,Private,45268.0,4.0,4.0,102600.0,3.0,HS-Grad,Prof-specialty,0
354,Female,Australia,31.0,50000.0,Never-married,Private,48509.0,4.0,4.0,103310.0,3.0,HS-Grad,Prof-specialty,0
355,Female,Germany,34.0,230000.0,Separated,Private,2223.0,,4.0,101000.0,,Some-college,Exec-managerial,0
356,Male,Australia,55.0,20000.0,Never-married,Private,10301.0,4.0,6.0,102750.0,3.0,HS-Grad,Adm-clerical,1
357,Female,France,42.0,50000.0,Never-married,Private,44332.0,4.0,4.0,108802.0,,HS-Grad,Prof-specialty,0
358,Male,France,25.0,10000.0,Separated,Private,4693.0,6.0,4.0,101300.0,3.0,HS-Grad,Craft-repair,1
359,Female,Australia,43.0,140000.0,Never-married,Self-emp-inc,90632.0,6.0,4.0,100000.0,3.0,HS-Grad,Prof-specialty,1
360,Male,Canada,35.0,360000.0,Separated,Without-pay,2010.0,3.0,3.0,102936.0,2.0,Bachelors,Exec-managerial,0
361,Male,Canada,48.0,220000.0,Separated,Private,113061.0,4.0,4.0,105600.0,3.0,Masters,Prof-specialty,0
362,Female,France,39.0,80000.0,Never-married,Private,4948.0,4.0,4.0,101000.0,,Some-college,Exec-managerial,0
363,Male,Australia,42.0,90000.0,Never-married,Self-emp-inc,95773.0,6.0,6.0,104000.0,5.0,Masters,Prof-specialty,0
364,Female,Australia,38.0,300000.0,Never-married,Without-pay,5848.0,3.0,3.0,124718.0,2.0,HS-Grad,Prof-specialty,0
365,Male,France,51.0,20000.0,Never-married,Without-pay,2300.0,3.0,2.0,100000.0,1.0,Bachelors,Craft-repair,1
366,Female,Canada,34.0,120000.0,Separated,Without-pay,882.0,3.0,4.0,106900.0,2.0,Some-college,Exec-managerial,0
367,Male,Canada,39.0,500000.0,Separated,Private,128068.0,,4.0,120000.0,3.0,Some-college,Exec-managerial,0
368,Female,Australia,29.0,240000.0,Never-married,Private,21909.0,4.0,4.0,102420.0,3.0,HS-Grad,Prof-specialty,0
369,Female,Australia,42.0,260000.0,Never-married,Private,50060.0,4.0,4.0,105000.0,3.0,HS-Grad,Adm-clerical,0
370,Male,Australia,29.0,100000.0,Separated,Private,65324.0,4.0,4.0,102106.0,1.0,Bachelors,Craft-repair,0
371,Male,Australia,39.0,210000.0,Never-married,Without-pay,600.0,3.0,3.0,100169.0,,HS-Grad,Prof-specialty,1
372,Male,France,38.0,30000.0,Separated,Self-emp-inc,30771.0,5.0,4.0,100000.0,3.0,HS-Grad,Prof-specialty,0
373,Female,France,32.0,20000.0,Divorced,Private,19446.0,4.0,4.0,102000.0,1.0,Bachelors,Exec-managerial,0
374,Female,France,50.0,60000.0,Never-married,Without-pay,2811.0,3.0,3.0,100297.0,2.0,Some-college,Exec-managerial,1
375,Female,Canada,32.0,200000.0,Never-married,Private,12367.0,,3.0,102000.0,2.0,Bachelors,Craft-repair,0
376,Male,Australia,44.0,50000.0,Separated,Private,27560.0,4.0,4.0,101159.0,3.0,HS-Grad,Prof-specialty,0
377,Female,Australia,32.0,500000.0,Separated,Private,33763.0,4.0,4.0,110000.0,3.0,Masters,Prof-specialty,0
378,Male,Australia,30.0,50000.0,Separated,Private,50507.0,4.0,4.0,104000.0,3.0,HS-Grad,Prof-specialty,0
379,Male,Australia,34.0,150000.0,Separated,Private,135587.0,4.0,4.0,104000.0,3.0,HS-Grad,Prof-specialty,0
380,Female,Australia,35.0,90000.0,Never-married,Private,82164.0,4.0,4.0,102926.0,3.0,HS-Grad,Prof-specialty,0
381,Male,Canada,34.0,300000.0,Never-married,Private,1257.0,4.0,4.0,105600.0,3.0,HS-Grad,Prof-specialty,0
382,Female,Canada,39.0,240000.0,Never-married,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Bachelors,Craft-repair,0
383,Female,Canada,42.0,230000.0,Never-married,Daily-wages,6087.0,5.0,2.0,116050.0,1.0,Bachelors,Craft-repair,0
384,Female,Australia,47.0,50000.0,Never-married,Private,10992.0,6.0,4.0,101540.0,5.0,Masters,Adm-clerical,1
385,Female,Canada,31.0,200000.0,Separated,Self-emp-inc,2500.0,3.0,6.0,100000.0,1.0,Bachelors,Craft-repair,1
386,Female,Canada,36.0,180000.0,Never-married,Daily-wages,2846.0,2.0,2.0,102092.0,,Bachelors,Craft-repair,0
387,Female,France,25.0,130000.0,Never-married,Private,24885.0,4.0,4.0,101740.0,3.0,HS-Grad,Exec-managerial,0
388,Male,Canada,41.0,160000.0,Never-married,Daily-wages,155458.0,2.0,3.0,107200.0,2.0,Bachelors,Exec-managerial,0
389,Male,Australia,23.0,30000.0,Separated,Private,27275.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
390,Female,Canada,37.0,340000.0,Separated,Private,334125.0,4.0,4.0,113562.0,3.0,HS-Grad,Prof-specialty,0
391,Male,France,27.0,60000.0,Separated,Private,37170.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
392,Female,Canada,31.0,200000.0,Separated,Daily-wages,6024.0,2.0,2.0,102180.0,1.0,Bachelors,Craft-repair,0
393,Male,Canada,39.0,270000.0,Never-married,Daily-wages,10648.0,2.0,2.0,100000.0,1.0,Some-college,Exec-managerial,0
394,Male,Australia,27.0,180000.0,Never-married,Private,181219.0,4.0,4.0,107000.0,,HS-Grad,Prof-specialty,0
395,Male,Australia,32.0,10000.0,Separated,Private,9576.0,4.0,4.0,101384.0,3.0,HS-Grad,Prof-specialty,0
396,Male,Canada,36.0,500000.0,Separated,Daily-wages,45106.0,2.0,2.0,181690.0,1.0,Bachelors,Craft-repair,1
397,Male,Australia,29.0,80000.0,Separated,Without-pay,28175.0,3.0,3.0,100000.0,,HS-Grad,Prof-specialty,0
398,Female,France,44.0,130000.0,Never-married,Private,40331.0,4.0,4.0,105000.0,3.0,HS-Grad,Prof-specialty,0
399,Female,Australia,34.0,80000.0,Never-married,Private,78688.0,,4.0,104000.0,3.0,Some-college,Prof-specialty,0
400,Male,France,36.0,200000.0,Never-married,Without-pay,5308.0,,3.0,103981.0,2.0,Some-college,Exec-managerial,0
401,Female,Australia,29.0,50000.0,Separated,Private,49793.0,4.0,4.0,101866.0,3.0,HS-Grad,Prof-specialty,0
402,Male,France,26.0,50000.0,Separated,Private,50419.0,4.0,4.0,101000.0,1.0,Bachelors,Craft-repair,1
403,Male,Canada,36.0,130000.0,Separated,Self-emp-inc,128190.0,5.0,6.0,106500.0,5.0,HS-Grad,Prof-specialty,0
404,Female,Australia,42.0,130000.0,Separated,Private,42946.0,4.0,4.0,101676.0,3.0,HS-Grad,Prof-specialty,0
405,Male,France,48.0,30000.0,Never-married,Private,29434.0,4.0,4.0,101465.0,3.0,HS-Grad,Prof-specialty,0
406,Female,Australia,27.0,150000.0,Separated,Daily-wages,0.0,5.0,2.0,100000.0,1.0,Some-college,Exec-managerial,0
407,Male,France,34.0,380000.0,Never-married,Without-pay,4539.0,,3.0,104131.0,2.0,Some-college,Exec-managerial,0
408,Female,Australia,35.0,360000.0,Separated,Self-emp-inc,360023.0,6.0,6.0,114693.0,3.0,HS-Grad,Prof-specialty,1
409,Female,France,48.0,230000.0,Divorced,Private,41134.0,4.0,4.0,110000.0,,HS-Grad,Prof-specialty,0
410,Female,Canada,33.0,210000.0,Separated,Without-pay,591.0,,3.0,101053.0,,Some-college,Exec-managerial,0
411,Male,Australia,34.0,50000.0,Divorced,Private,48538.0,4.0,4.0,103000.0,3.0,HS-Grad,Prof-specialty,0
412,Male,Australia,31.0,50000.0,Separated,Private,8673.0,4.0,4.0,105011.0,2.0,HS-Grad,Prof-specialty,0
413,Male,Canada,43.0,500000.0,Never-married,Without-pay,14132.0,3.0,6.0,135820.0,2.0,Some-college,Prof-specialty,0
414,Female,Australia,53.0,30000.0,Never-married,Private,26891.0,4.0,4.0,102000.0,3.0,HS-Grad,Prof-specialty,0
415,Female,Australia,26.0,100000.0,Never-married,Private,95087.0,,4.0,103965.0,5.0,HS-Grad,Prof-specialty,1
416,Male,Canada,48.0,340000.0,Never-married,Private,321046.0,4.0,4.0,113690.0,3.0,HS-Grad,Prof-specialty,0
